Title,Date,Link
IRS Makes Permanent Its Fast-Track Corporate Private Letter Rulings,"July 27, 2023",https://www.skadden.com/insights/publications/2023/07/irs-makes-permanent-its-fast-track-corporate-private-letter-rulings
"SEC Adopts Rules for Cybersecurity Risk Management, Strategy, Governance and Incident Disclosure","July 27, 2023",https://www.skadden.com/insights/publications/2023/07/sec-adopts-rules-for-cybersecurity-risk-management
Skadden Discusses New Senate Crypto Bill Limiting SEC Regulatory Role,"July 25, 2023",https://www.skadden.com/insights/publications/2023/07/skadden-discusses-new-senate-crypto-bill-limiting-sec-regulatory-role
The Guide to Corporate Compliance 2023 (No Signs of Slowing Down: Latin America's Current Compliance Climate),2023,https://www.skadden.com/insights/publications/2023/07/the-guide-to-corporate-compliance-no-signs-of-slowing-down-latin-americas-current-compliance-climate
"The White House Secures Voluntary Commitments From Seven Leading AI Companies To Promote Safety, Security and Trust in AI","July 25, 2023",https://www.skadden.com/-/media/files/publications/2023/07/white-house-secures-voluntary-commitments/thewhitehousesecuresvoluntarycommitmentsfromsevenleadingaicompaniestopromotesafetysecurityandtrustin.pdf?rev=64144751add849999ef680cd748f8aec
Online Terms of Use and the Training of AI Models,"July 24, 2023",https://www.skadden.com/-/media/files/publications/2023/07/online_terms_of_use_and_the_training_of_ai_models.pdf?rev=1fab79449f6a4b19be4e865a7f9a972f
SCOTUS Rejects Personal Jurisdiction Challenge to Consent-by-Registration Statutes but Leaves Door Open to Dormant Commerce Clause Challenge,"July 24, 2023",https://www.skadden.com/insights/publications/2023/07/scotus-rejects-personal-jurisdiction-challenge
Surprises Abound in Supreme Court's 2022 Term,"July 24, 2023",https://www.skadden.com/insights/publications/2023/07/surprises-abound-in-supreme-courts-2022-term
New Senate Crypto Bill Would Limit SEC Regulatory Role in Favor of CFTC,"July 20, 2023",https://www.skadden.com/insights/publications/2023/07/new-senate-crypto-bill-would-limit-sec-regulatory-role
The Current State of Major League Baseball's Antitrust Exemption,"July 20, 2023",https://www.skadden.com/insights/publications/2023/07/the-current-state-of-major-league-baseballs-antitrust-exemption
What's New In The DOJ-FTC Proposed Merger Guidelines,"July 20, 2023",https://www.skadden.com/insights/publications/2023/07/whats-new-in-the-doj-ftc-proposed-merger-guidelines
DOJ and FTC Propose a New Playbook for Merger Reviews,"July 19, 2023",https://www.skadden.com/insights/publications/2023/07/doj-and-ftc-propose-a-new-playbook-for-merger-reviews
From Solvency II to Solvency UK: The PRA Provides Further Details of Its Post-Brexit Solvency II Reforms,"July 19, 2023",https://www.skadden.com/insights/publications/2023/07/from-solvency-ii-to-solvency-uk
Introducing a ‘SOX-Lite’ Regime in the UK: Learning From Experience in the US,"July 19, 2023",https://www.skadden.com/insights/publications/2023/07/introducing-a-sox-lite-regime-in-the-uk
ESG in 2023: A Mid-Year Review,"July 18, 2023",https://www.skadden.com/insights/publications/2023/07/esg-in-2023-a-mid-year-review
Reminder: Equity Reports for Pennsylvania Lobbyists and Lobbying Firms Due July 30,"July 18, 2023",https://www.skadden.com/insights/publications/2023/07/reminder-equity-reports-for-pa-lobbyists
An In-Depth Analysis of Private Federal Securities Litigation,"July 17, 2023",https://www.skadden.com/insights/publications/2023/07/an-in-depth-analysis-of-private-federal-securities-litigation
CFTC's First Use of Dodd–Frank Anti-Evasion Authority,August 2023,https://www.skadden.com/insights/publications/2023/07/cftcs-first-use-of-dodd-frank-anti-evasion-authority
EU Foreign Subsidies Regulation Goes Live: Key Implications for M&A Transactions,"July 17, 2023",https://www.skadden.com/insights/publications/2023/07/eu-foreign-subsidies-regulation-goes-live
"The Distributed Ledger: Ripple Labs – District Court Holds That Direct Digital Token Sales Constituted Investment Contracts Under Howey, but Other Transactions Did Not","July 17, 2023",https://www.skadden.com/insights/publications/2023/07/ripple-labs
UK Introduces Legal Services Ban,"July 17, 2023",https://www.skadden.com/insights/publications/2023/07/uk-introduces-legal-services-ban
What Is Generative AI and How Does It Work?,"July 13, 2023",https://www.skadden.com/insights/publications/2023/07/what-is-generative-ai-and-how-does-it-work
"Divergence in Parallel Merger Reviews: How, Why, Where Do We Go From Here?","July 12, 2023",https://www.skadden.com/insights/publications/2023/07/divergence-in-parallel-merger-reviews
UK Employment Flash – July 2023,July 2023,https://www.skadden.com/insights/publications/2023/07/uk-employment-flash
UK Public M&A Update – H1 2023,"July 12, 2023",https://www.skadden.com/insights/publications/2023/07/uk-public-ma-update-h1-2023
Market Changes and the Emergence of New Players Together Are Impacting Activism,"July 11, 2023",https://www.skadden.com/insights/publications/2023/07/market-changes-and-the-emergence-of-new-players-together-are-impacting-activism
Cos. Must Prepare For More ESG Scrutiny From All Sides,"July 10, 2023",https://www.skadden.com/insights/publications/2023/07/cos-must-prepare-for-more-esg-scrutiny-from-all-sides
EU Increases Russia-Related Restrictions and Expands Anti-Circumvention Measures in 11th Package of Sanctions,"July 10, 2023",https://www.skadden.com/insights/publications/2023/07/eu-increases-russia-related-restrictions
"The Distributed Ledger: EU’s Proposed Revisions to the Payment Services Directive, and How They Compare to the UK’s Approach","July 10, 2023",https://www.skadden.com/insights/publications/2023/07/eus-proposed-revisions-to-the-payment-services-directive
Shareholder Proposal No Action Requests in the 2023 Proxy Season,"July 8, 2023",https://www.skadden.com/insights/publications/2023/07/shareholder-proposal-no-action-requests-in-the-2023-proxy-season
Supreme Court Holds Lanham Act Attaches Only to Liability for Domestic Uses in Commerce,"July 7, 2023",https://www.skadden.com/insights/publications/2023/07/supreme-court-holds-lanham-act-only-creates-liability
FTC and DOJ Propose Dramatic Expansion of HSR Filings’ Scope,"July 6, 2023",https://www.skadden.com/insights/publications/2023/07/ftc-and-doj-propose-dramatic-expansion
Potential Private Sector Implications of the Supreme Court's Affirmative Action Ruling,"July 6, 2023",https://www.skadden.com/insights/publications/2023/07/potential-private-sector-implications
Skadden Discusses Increasing Scrutiny of Companies' ESG Disclosures — Including By ESG Critics,"July 6, 2023",https://www.skadden.com/insights/publications/2023/07/skadden-discusses-increasing-scrutiny-of-companies-esg-disclosures
Delaware Rulings Underscore the Importance of Preserving Documents,"July 1, 2023",https://www.skadden.com/insights/publications/2023/07/delaware-rulings-underscore-the-importance-of-preserving-documents
Privacy & Cybersecurity Update – June 2023,June 2023,https://www.skadden.com/insights/publications/2023/06/privacy-cybersecurity-update
Skadden Discusses New EU and U.K. Regimes for Regulating Cryptoassets,"June 30, 2023",https://www.skadden.com/insights/publications/2023/06/skadden-discusses-new-eu-and-uk-regimes-for-regulating-cryptoassets
Steuerrecht im Wandel: Restriktive Steuertrends aus M&A-Sicht,"June 29, 2023",https://www.skadden.com/insights/publications/2023/06/steuerrecht-im-wandel-restriktive
What the UK PRA’s Scrutiny of Funded Reinsurance for UK Bulk Purchase Annuity Market Could Mean for Deals,"June 28, 2023",https://www.skadden.com/insights/publications/2023/06/what-the-uk-pras-scrutiny-of-funded-reinsurance
AI and the Workplace: Employment Considerations,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/ai-and-the-workplace
Changes in the Market and the Emergence of New Players Together Are Impacting Activism,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/changes-in-the-market-and-the-emergence-of-new-players
Companies Face Increasing Scrutiny Over Their ESG Disclosures — Including by ESG Critics,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/companies-face-increasing-scrutiny
Early Stage Capital Raising Trends in Chapter 11 Reorganizations,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/early-stage-capital-raising-trends
EU and UK Move Forward With Comprehensive Regulatory Regimes for Cryptoassets,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/eu-and-uk-move-forward
How and Why Private Capital Continues To Invest in the Insurance Sector,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/how-and-why-private-capital-continues-to-invest
Insights – June 2023,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/insights-june-2023
Shareholder Proposal No-Action Requests in the 2023 Proxy Season: Companies Continue To Face a Challenging Environment,June 2023,https://www.skadden.com/insights/publications/2023/06/quarterly-insights/shareholder-proposal-no-action-requests
Ruling Provides Roadmap For Navigating Transactions With Fiduciary on Both Sides,"June 25, 2023",https://www.skadden.com/insights/publications/2023/06/ruling-provides-roadmap-for-navigating-transactions-with-fiduciary-on-both-sides
Nine Mistakes to Avoid When Transitioning CEOs,"June 24, 2023",https://www.skadden.com/insights/publications/2023/06/nine-mistakes-to-avoid-when-transitioning-ceos
Musicians Using AI Have a Long Road Ahead With Royalties,"June 23, 2023",https://www.skadden.com/insights/publications/2023/06/musicians-using-ai-have-a-long-road-ahead-with-royalties
"Proposed Changes to Delaware Law Would Facilitate Ratification of Defective Corporate Acts, Disposition of Pledged Assets, Stock Splits and Changes to the Number of Authorized Shares",June 2023,https://www.skadden.com/insights/publications/2023/06/proposed-changes-to-delaware-law-would-facilitate-ratification
Employment Flash – June 2023,June 2023,https://www.skadden.com/insights/publications/2023/06/employment-flash
Skadden Discusses the FTC's Plan To Limit Noncompetes,"June 22, 2023",https://www.skadden.com/insights/publications/2023/06/skadden-discusses-the-ftcs-plan-to-limit-noncompetes
Cryptoassets Will Soon Be Subject to UK’s ‘Financial Promotions’ Regulations,"June 21, 2023",https://www.skadden.com/insights/publications/2023/06/cryptoassets-will-soon-be-subject-to-uks-financial-promotions-regulations
Newly Proposed Regulations Provide Much-Needed Guidance on Federal Energy Tax Credit Monetization Provisions,"June 21, 2023",https://www.skadden.com/insights/publications/2023/06/newly-proposed-regulations-provide-much-needed-guidance
SEC Approves Stock Exchange Rules for Dodd-Frank Clawbacks,"June 16, 2023",https://www.skadden.com/insights/publications/2023/06/sec-approves-stock-exchange-rules
Skadden Discusses How Supreme Court Decision In Jack Daniel's May Affect AI-Generated Works,"June 16, 2023",https://www.skadden.com/insights/publications/2023/06/skadden-discusses-how-supreme-court-decision-in-jack-daniels-may-affect-ai-generated-works
How the Supreme Court’s Decision in Jack Daniel’s May Impact Certain AI-Generated Works,"June 15, 2023",https://www.skadden.com/-/media/files/publications/2023/06/how_the_supreme_courts_decision_in_jack_daniels_may_impact_certain_aigenerated_works.pdf?rev=b04952aafa544b3899fb3e788eaf7591
Federal Lobbying Disclosure Act Filing System Update: Lobbyists Required To Provide Backup Email Address,"June 14, 2023",https://www.skadden.com/insights/publications/2023/06/federal-lobbying-disclosure-act-filing-system-update
